Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Risk_Simple,Risk_Score_100,High_Risk_Flag,Skill_Intensity
Data Scientist,106489,11,High School,0.44,1.22,0.56,Medium,0.17,0.99,0.46,0.39,0.92,0.53,0.71,0.85,0.24,0.17,Medio,56.0,0,0.543
Chef,138906,2,PhD,0.9,0.7,0.42,Medium,0.29,0.3,0.67,0.95,0.33,0.41,0.77,0.43,0.93,0.5,Medio,42.0,0,0.558
Customer Support,105477,19,Bachelor's,0.97,0.93,0.76,High,0.18,1.0,0.75,0.41,0.83,0.55,0.32,0.74,0.75,0.5,Alto,76.0,1,0.603
Graphic Designer,128103,21,Bachelor's,0.08,1.29,0.63,Medium,0.68,0.84,0.72,0.9,0.15,0.39,0.46,0.3,0.73,0.91,Medio,63.0,0,0.608
Lawyer,58401,4,High School,0.94,1.02,0.51,Medium,0.6,0.27,0.38,0.55,0.94,0.64,0.33,0.01,0.98,0.49,Medio,51.0,0,0.519
Security Guard,109870,14,Master's,0.55,1.11,0.88,High,0.32,0.7,0.53,0.67,0.84,0.18,0.61,0.05,0.1,0.67,Alto,88.0,1,0.467
AI Engineer,93560,21,PhD,0.6,0.72,0.13,Low,0.13,0.25,0.82,0.64,0.95,0.05,0.79,0.7,0.26,0.73,Bajo,13.0,0,0.532
Teacher,143114,15,High School,0.46,1.19,0.16,Low,0.34,0.47,0.9,0.38,0.4,0.61,0.75,0.73,0.02,0.69,Bajo,16.0,0,0.529
HR Specialist,128960,7,Master's,0.52,1.06,0.59,Medium,0.83,0.65,0.56,0.37,0.14,0.96,0.46,0.57,0.75,0.07,Medio,59.0,0,0.536
Chef,30125,14,PhD,0.8,1.27,0.31,Medium,0.53,0.05,0.55,0.72,0.12,0.69,0.45,0.81,0.53,0.34,Bajo,31.0,0,0.479
Software Engineer,121703,15,Master's,0.9,0.95,0.46,Medium,0.04,0.36,0.85,0.76,0.22,0.41,0.2,0.95,0.6,0.75,Medio,46.0,0,0.514
Chef,40736,25,Bachelor's,0.87,1.45,0.31,Medium,0.98,0.87,0.38,0.84,0.74,0.79,0.22,0.65,0.03,0.85,Bajo,31.0,0,0.635
Lawyer,131709,25,High School,0.66,1.01,0.59,Medium,0.33,0.63,0.72,0.14,0.14,0.72,0.43,0.89,0.31,0.04,Medio,59.0,0,0.435
Data Scientist,48050,29,Bachelor's,0.68,1.05,0.57,Medium,0.52,0.69,0.04,0.37,0.21,0.1,0.23,0.19,0.97,0.29,Medio,57.0,0,0.361
Doctor,38338,20,PhD,0.83,0.92,0.16,Low,0.44,0.42,0.33,0.29,0.88,0.16,0.18,0.57,0.34,0.42,Bajo,16.0,0,0.403
HR Specialist,80382,22,High School,0.87,1.23,0.6,Medium,1.0,0.8,0.83,0.95,0.15,0.5,0.58,0.33,0.84,0.76,Medio,60.0,0,0.674
Data Scientist,147511,0,High School,1.0,0.76,0.59,Medium,0.55,0.31,0.16,0.9,0.6,0.82,0.55,0.22,0.34,0.38,Medio,59.0,0,0.483
Software Engineer,46791,4,Bachelor's,0.01,1.49,0.69,Medium,1.0,0.48,0.96,0.4,0.03,0.22,0.95,0.01,0.55,0.08,Alto,69.0,0,0.468
UX Researcher,114300,16,Master's,0.09,1.36,0.54,Medium,0.9,0.69,0.97,0.51,0.64,0.58,0.48,0.85,0.64,0.8,Medio,54.0,0,0.706
Security Guard,105165,6,Bachelor's,0.41,0.66,0.83,High,0.29,0.21,0.59,0.92,0.84,0.18,0.77,0.23,0.29,0.92,Alto,83.0,1,0.524
Customer Support,68180,29,High School,0.17,0.56,0.77,High,0.58,0.88,0.12,0.41,0.27,0.01,0.79,0.81,0.22,0.15,Alto,77.0,1,0.424
Nurse,72019,16,Bachelor's,0.72,1.21,0.18,Low,0.78,0.58,0.29,0.73,0.59,0.01,0.9,0.55,0.87,0.88,Bajo,18.0,0,0.618
Lawyer,117464,9,High School,0.51,0.92,0.48,Medium,0.9,0.79,0.13,0.61,1.0,0.6,0.79,0.77,0.35,0.37,Medio,48.0,0,0.631
Construction Worker,100278,28,Master's,0.5,1.07,0.88,High,0.78,0.27,0.15,0.29,0.51,0.34,0.57,0.05,0.51,0.37,Alto,88.0,1,0.384
UX Researcher,105073,1,Master's,0.28,1.4,0.37,Medium,0.68,0.92,0.54,0.88,0.12,0.49,0.46,0.01,0.44,0.37,Medio,37.0,0,0.491
UX Researcher,35922,23,Bachelor's,1.0,1.45,0.54,Medium,0.14,0.26,0.36,0.87,0.17,0.22,0.35,0.93,0.5,0.65,Medio,54.0,0,0.445
Financial Analyst,99915,13,High School,0.19,0.72,0.62,Medium,0.89,0.49,0.36,0.81,0.67,0.04,0.35,0.68,0.57,0.98,Medio,62.0,0,0.584
UX Researcher,143868,27,Master's,0.06,1.23,0.43,Medium,0.68,0.62,0.5,0.85,0.71,0.89,0.28,0.35,0.62,0.97,Medio,43.0,0,0.647
Mechanic,30318,10,Bachelor's,0.03,0.95,0.52,Medium,0.8,0.73,0.96,0.78,0.3,0.64,0.67,1.0,0.14,0.19,Medio,52.0,0,0.621
Lawyer,144148,19,PhD,0.59,0.64,0.56,Medium,0.8,0.43,0.56,0.91,0.57,0.21,0.34,0.53,0.15,0.61,Medio,56.0,0,0.511
Financial Analyst,68790,3,PhD,0.65,0.87,0.43,Medium,0.93,0.87,0.47,0.35,0.71,0.31,0.12,0.31,0.43,0.26,Medio,43.0,0,0.476
Financial Analyst,102353,6,Bachelor's,0.01,1.13,0.55,Medium,0.19,0.94,0.41,0.03,0.22,0.69,0.2,0.05,0.62,0.52,Medio,55.0,0,0.387
Customer Support,50810,16,High School,0.77,1.46,0.71,High,0.04,0.99,0.64,0.72,0.1,0.07,0.16,0.43,0.11,0.45,Alto,71.0,1,0.371
Research Scientist,83565,2,High School,0.0,0.61,0.14,Low,0.05,0.13,0.23,0.43,0.71,0.13,0.74,0.86,0.65,0.04,Bajo,14.0,0,0.397
Research Scientist,74555,2,Bachelor's,0.66,1.48,0.29,Low,0.4,0.62,0.89,0.83,0.48,0.26,0.14,0.49,0.72,0.97,Bajo,29.0,0,0.58
Retail Worker,110196,17,Master's,0.98,1.35,0.81,High,0.78,0.19,0.56,0.07,0.35,0.23,0.72,0.49,0.75,0.52,Alto,81.0,1,0.466
Marketing Manager,133501,10,Bachelor's,0.19,1.22,0.43,Medium,0.33,0.74,0.25,0.9,0.56,0.54,0.26,0.84,0.57,0.16,Medio,43.0,0,0.515
HR Specialist,60639,10,Bachelor's,0.2,0.56,0.52,Medium,0.7,1.0,0.36,0.9,0.38,0.69,0.6,0.05,0.08,0.02,Medio,52.0,0,0.478
Retail Worker,94414,21,PhD,0.75,0.67,0.85,High,0.29,0.8,0.8,0.78,0.52,0.28,0.81,0.19,0.29,0.18,Alto,85.0,1,0.494
Teacher,97963,25,Bachelor's,0.69,1.15,0.15,Low,0.1,0.91,0.51,0.41,0.59,0.19,0.13,0.41,0.23,0.24,Bajo,15.0,0,0.372
Research Scientist,137020,23,PhD,0.53,0.98,0.22,Low,0.95,0.11,0.83,0.58,0.15,0.3,0.48,0.69,0.24,0.53,Bajo,22.0,0,0.486
Truck Driver,71941,22,High School,0.45,1.36,0.92,High,0.47,0.97,0.08,0.0,0.38,0.6,0.63,0.48,0.12,0.17,Alto,92.0,1,0.39
Retail Worker,54269,1,PhD,0.87,1.17,0.87,High,0.6,0.2,0.43,0.7,0.54,0.02,0.95,0.84,0.26,0.62,Alto,87.0,1,0.516
Security Guard,122816,15,Master's,0.1,1.0,0.81,High,0.41,0.84,0.38,0.06,0.07,0.04,0.41,0.72,0.2,0.65,Alto,81.0,1,0.378
Data Scientist,97500,23,Master's,0.26,1.1,0.57,Medium,0.47,0.34,0.62,0.98,0.43,0.39,0.46,0.08,0.55,0.33,Medio,57.0,0,0.465
Lawyer,129626,11,Bachelor's,0.47,0.5,0.46,Medium,0.11,0.02,0.82,0.92,0.21,0.54,0.28,0.49,0.44,0.27,Medio,46.0,0,0.41
Financial Analyst,95107,9,Bachelor's,0.13,0.55,0.61,Medium,0.67,0.5,0.47,0.5,0.44,0.39,0.5,0.53,0.69,0.71,Medio,61.0,0,0.54
Security Guard,49638,16,High School,0.41,0.87,0.83,High,0.45,0.89,0.7,0.9,0.71,0.97,0.64,0.96,0.16,0.05,Alto,83.0,1,0.643
Data Scientist,131471,4,Master's,0.98,0.92,0.38,Medium,0.52,0.65,0.32,0.71,0.98,0.9,0.29,0.33,0.37,0.39,Medio,38.0,0,0.546
Data Scientist,65319,25,High School,0.76,0.87,0.65,Medium,0.93,0.02,0.99,0.71,0.52,0.39,0.52,0.32,0.62,0.09,Medio,65.0,0,0.511
Security Guard,46029,14,Master's,0.2,1.19,0.75,High,0.56,0.65,0.9,0.45,0.78,0.17,0.16,0.52,0.6,0.63,Alto,75.0,1,0.542
AI Engineer,62380,2,Master's,0.29,1.12,0.1,Low,0.22,0.07,0.75,0.51,0.24,0.56,0.35,0.84,0.53,0.03,Bajo,10.0,0,0.41
HR Specialist,108966,4,Bachelor's,0.07,1.2,0.47,Medium,0.25,0.68,0.13,0.86,0.25,0.36,0.63,0.0,0.47,0.89,Medio,47.0,0,0.452
Financial Analyst,142692,27,PhD,0.39,1.16,0.67,Medium,0.19,0.53,0.23,0.85,0.72,0.8,0.94,0.23,0.05,0.29,Alto,67.0,0,0.483
Customer Support,33518,6,PhD,0.89,1.49,0.84,High,0.77,0.86,0.7,0.04,0.16,0.07,0.01,0.31,0.39,0.24,Alto,84.0,1,0.355
Software Engineer,49098,6,Master's,0.2,0.64,0.43,Medium,0.58,0.6,0.59,0.12,0.6,0.41,0.9,0.91,0.77,0.7,Medio,43.0,0,0.618
Construction Worker,130992,4,PhD,0.08,1.34,0.81,High,0.45,0.85,0.62,0.18,0.21,0.01,0.71,0.49,0.95,0.71,Alto,81.0,1,0.518
Software Engineer,43950,2,PhD,0.16,1.0,0.67,Medium,0.25,0.83,0.31,0.27,0.9,0.05,0.66,0.04,0.8,0.83,Alto,67.0,0,0.494
Financial Analyst,96603,24,High School,0.19,0.62,0.5,Medium,0.27,0.61,0.51,0.14,0.74,0.8,0.96,0.4,0.34,0.19,Medio,50.0,0,0.496
Nurse,106831,23,Master's,0.32,1.48,0.07,Low,0.26,0.09,0.27,0.09,0.51,0.44,0.17,0.17,0.63,0.39,Bajo,7.0,0,0.302
Retail Worker,81850,22,High School,0.92,0.9,0.85,High,0.89,0.4,0.82,0.91,0.17,0.89,0.12,0.28,0.81,0.9,Alto,85.0,1,0.619
Nurse,142697,16,PhD,0.1,1.02,0.19,Low,0.28,0.99,0.34,0.21,0.11,0.38,0.69,0.23,0.77,0.14,Bajo,19.0,0,0.414
Marketing Manager,63158,18,High School,0.7,0.64,0.54,Medium,0.8,0.6,0.51,0.84,0.99,0.18,0.69,0.08,0.04,0.28,Medio,54.0,0,0.501
Truck Driver,43065,18,PhD,0.55,0.77,0.73,High,0.92,0.36,0.31,0.86,0.6,0.17,0.42,0.93,0.9,0.07,Alto,73.0,1,0.554
Construction Worker,53115,16,Master's,0.89,0.97,0.91,High,0.33,0.34,0.9,0.43,0.79,0.24,0.95,0.57,0.76,0.09,Alto,91.0,1,0.54
Financial Analyst,111462,0,Bachelor's,0.9,1.38,0.32,Medium,0.3,0.44,0.17,0.73,0.18,0.35,0.66,0.48,0.74,0.96,Bajo,32.0,0,0.501
Retail Worker,30234,18,PhD,0.71,0.73,0.8,High,0.03,0.14,0.32,0.34,0.9,0.74,0.97,0.6,0.24,0.33,Alto,80.0,1,0.461
Software Engineer,80262,17,High School,0.33,1.17,0.51,Medium,0.39,0.15,0.02,0.22,0.11,0.79,0.11,0.72,0.39,0.07,Medio,51.0,0,0.297
AI Engineer,100529,27,Bachelor's,0.58,0.74,0.27,Low,0.05,0.2,0.75,0.71,0.29,0.06,0.86,0.31,0.2,0.52,Bajo,27.0,0,0.395
Chef,72563,6,PhD,0.04,1.27,0.53,Medium,0.43,0.74,0.97,0.23,0.14,0.91,0.67,0.44,0.57,0.75,Medio,53.0,0,0.585
Lawyer,122983,27,Master's,0.92,0.93,0.42,Medium,0.64,0.42,0.59,0.42,0.15,0.47,0.69,0.8,0.49,0.17,Medio,42.0,0,0.484
AI Engineer,93815,3,High School,0.79,0.91,0.22,Low,0.51,0.24,0.8,0.08,0.52,0.21,0.07,0.5,0.5,0.71,Bajo,22.0,0,0.414
Graphic Designer,58385,3,High School,0.07,1.11,0.32,Medium,0.65,0.12,0.95,0.86,0.02,0.78,0.64,0.5,0.6,0.68,Bajo,32.0,0,0.58
Software Engineer,148297,29,Bachelor's,0.77,1.08,0.63,Medium,0.99,0.3,0.12,0.73,0.98,0.12,0.43,0.06,0.78,0.95,Medio,63.0,0,0.546
Marketing Manager,35289,19,High School,0.41,1.41,0.35,Medium,0.89,0.39,0.56,0.53,0.62,0.94,0.95,0.83,0.19,0.33,Medio,35.0,0,0.623
Construction Worker,35877,0,Master's,0.91,1.02,0.94,High,0.98,0.6,0.88,1.0,0.85,0.66,0.85,0.08,0.63,0.22,Alto,94.0,1,0.675
Data Scientist,52761,0,Master's,0.89,1.14,0.4,Medium,0.39,0.97,0.86,0.02,0.98,0.37,0.7,0.71,0.91,0.89,Medio,40.0,0,0.68
Retail Worker,123758,18,Master's,0.64,0.89,0.83,High,0.55,0.4,0.46,0.21,0.61,0.76,0.43,0.98,0.06,0.59,Alto,83.0,1,0.505
Graphic Designer,86366,2,High School,0.04,0.72,0.66,Medium,0.54,0.44,0.42,0.89,0.37,0.86,0.31,0.53,0.14,0.83,Medio,66.0,0,0.533
UX Researcher,85652,22,Master's,0.53,0.53,0.49,Medium,0.23,0.41,0.86,0.77,0.24,0.98,0.9,0.53,0.53,0.9,Medio,49.0,0,0.635
Software Engineer,55286,23,PhD,0.28,1.28,0.57,Medium,0.6,0.19,0.22,0.05,0.24,0.35,0.83,0.37,0.75,0.44,Medio,57.0,0,0.404
Graphic Designer,104041,19,High School,0.98,0.74,0.64,Medium,0.62,0.82,0.65,0.42,0.23,0.07,0.54,0.99,0.74,0.33,Medio,64.0,0,0.541
Doctor,140998,9,High School,0.77,0.78,0.05,Low,0.12,0.88,0.84,0.3,0.29,0.79,0.94,0.78,0.61,0.24,Bajo,5.0,0,0.579
HR Specialist,122743,20,Master's,0.23,1.31,0.45,Medium,0.83,0.38,0.82,0.33,0.44,0.62,0.07,0.95,0.57,0.51,Medio,45.0,0,0.552
Nurse,64303,17,Bachelor's,0.87,1.02,0.28,Low,0.06,0.11,0.6,0.35,0.46,0.33,0.4,0.82,0.59,1.0,Bajo,28.0,0,0.472
AI Engineer,89977,3,Master's,0.27,0.76,0.13,Low,0.84,0.03,0.23,0.9,0.64,0.23,0.22,0.86,0.89,0.26,Bajo,13.0,0,0.51
Software Engineer,67133,19,Bachelor's,0.83,1.27,0.63,Medium,0.52,0.91,0.33,0.16,0.71,0.54,0.85,0.08,0.84,0.29,Medio,63.0,0,0.523
Graphic Designer,70680,19,Master's,0.04,1.11,0.59,Medium,0.37,0.22,0.54,0.83,0.32,0.25,0.28,0.95,0.36,0.0,Medio,59.0,0,0.412
Construction Worker,47013,16,High School,0.7,0.63,0.95,High,0.61,0.5,0.38,0.9,0.24,0.29,0.12,0.76,0.6,0.61,Alto,95.0,1,0.501
Graphic Designer,139982,26,Bachelor's,0.65,1.27,0.44,Medium,0.8,0.35,0.76,0.03,0.55,0.97,0.98,0.28,0.44,0.06,Medio,44.0,0,0.522
Lawyer,114935,22,PhD,0.6,0.68,0.36,Medium,0.0,0.94,0.83,0.08,0.6,0.23,0.26,0.87,0.11,0.6,Medio,36.0,0,0.452
Customer Support,74741,12,PhD,0.19,0.95,0.94,High,0.78,0.13,0.85,0.94,0.28,0.33,0.13,0.34,0.67,0.27,Alto,94.0,1,0.472
Doctor,114153,20,High School,0.34,0.95,0.19,Low,0.68,0.06,0.47,0.27,0.95,0.36,0.1,0.04,0.27,0.18,Bajo,19.0,0,0.338
Construction Worker,113110,11,High School,0.85,0.81,0.84,High,0.73,0.4,0.07,0.23,0.88,0.82,0.09,0.22,0.77,0.49,Alto,84.0,1,0.47
Truck Driver,108596,9,Bachelor's,0.21,1.45,0.9,High,0.2,0.56,0.11,0.36,0.66,0.33,0.66,0.24,0.72,0.36,Alto,90.0,1,0.42
Marketing Manager,94274,10,PhD,0.14,0.86,0.49,Medium,0.42,0.43,0.44,0.99,0.19,0.77,0.55,0.41,0.63,0.85,Medio,49.0,0,0.568
Marketing Manager,135649,11,PhD,0.86,0.59,0.56,Medium,0.33,0.39,0.57,0.48,0.38,0.31,0.62,0.51,0.32,0.2,Medio,56.0,0,0.411
Doctor,131433,10,High School,0.8,0.71,0.12,Low,0.24,0.88,0.77,0.07,0.83,0.04,0.25,0.92,0.86,0.78,Bajo,12.0,0,0.564
Chef,148962,27,Bachelor's,0.32,1.38,0.56,Medium,0.3,0.46,0.88,0.9,0.66,0.73,0.04,0.6,0.69,0.02,Medio,56.0,0,0.528
Construction Worker,104901,5,Master's,0.93,0.74,0.91,High,0.67,0.58,0.84,0.29,0.79,0.31,0.79,0.45,0.12,0.38,Alto,91.0,1,0.522
Teacher,44133,27,Bachelor's,0.1,0.61,0.25,Low,0.88,0.93,0.85,0.83,0.07,0.79,0.78,0.13,0.66,0.45,Bajo,25.0,0,0.637
Research Scientist,114293,11,High School,0.7,1.45,0.08,Low,0.04,0.97,0.08,0.39,0.65,0.88,0.25,0.03,0.52,0.47,Bajo,8.0,0,0.428
AI Engineer,66155,9,PhD,0.87,1.25,0.26,Low,0.16,0.69,0.98,0.61,0.17,1.0,0.53,0.84,0.15,0.67,Bajo,26.0,0,0.58
UX Researcher,116070,24,PhD,0.53,0.79,0.35,Medium,0.3,0.35,0.71,0.18,0.11,0.39,0.46,0.63,0.71,0.89,Medio,35.0,0,0.473
Nurse,86439,20,Bachelor's,0.53,0.87,0.05,Low,0.58,0.82,0.04,0.0,0.73,0.68,0.41,0.66,0.95,0.25,Bajo,5.0,0,0.512
AI Engineer,98500,6,Bachelor's,0.19,1.22,0.14,Low,0.99,0.71,0.37,0.15,0.59,0.29,0.91,0.44,0.29,0.59,Bajo,14.0,0,0.533
Research Scientist,79887,19,PhD,0.56,0.56,0.2,Low,0.53,0.52,0.68,0.04,0.46,0.44,0.46,0.98,0.14,0.69,Bajo,20.0,0,0.494
Research Scientist,109880,14,Master's,0.51,1.26,0.09,Low,0.76,0.07,0.48,0.74,0.19,0.77,0.17,0.8,0.47,0.68,Bajo,9.0,0,0.513
Graphic Designer,105352,4,Master's,0.41,0.73,0.65,Medium,0.16,0.63,0.92,0.67,0.2,0.15,0.25,0.39,0.16,0.8,Medio,65.0,0,0.433
Truck Driver,73781,17,PhD,0.94,1.34,0.93,High,0.29,0.57,0.32,0.26,0.61,0.82,0.09,0.28,0.21,0.8,Alto,93.0,1,0.425
Teacher,126492,12,High School,0.08,0.88,0.28,Low,0.34,0.71,0.1,0.44,0.5,0.76,0.29,0.26,0.3,0.56,Bajo,28.0,0,0.426
Marketing Manager,149635,19,PhD,0.83,0.56,0.65,Medium,0.1,0.42,0.77,0.08,0.04,0.33,0.73,0.52,0.42,0.81,Medio,65.0,0,0.422
Doctor,99368,19,Master's,0.79,0.96,0.05,Low,0.17,0.74,0.75,0.97,0.19,0.12,0.14,0.18,0.53,0.98,Bajo,5.0,0,0.477
Security Guard,94344,0,Bachelor's,0.52,1.17,0.72,High,0.82,0.65,0.17,0.63,0.6,0.06,0.27,0.39,0.24,0.24,Alto,72.0,1,0.407
Graphic Designer,79223,1,High School,0.47,1.17,0.68,Medium,0.66,0.58,0.85,0.63,0.17,0.31,0.73,0.74,0.99,0.63,Alto,68.0,0,0.629
Construction Worker,68907,8,Bachelor's,0.05,1.07,0.93,High,0.29,0.15,0.35,0.79,0.08,0.6,0.14,0.44,0.97,0.2,Alto,93.0,1,0.401
Nurse,115733,8,Master's,0.43,1.08,0.12,Low,0.54,0.95,0.31,0.31,0.48,0.52,0.0,0.62,1.0,0.29,Bajo,12.0,0,0.502
Graphic Designer,80281,6,Bachelor's,0.0,1.1,0.48,Medium,0.53,0.54,0.18,0.77,0.56,0.27,0.94,0.01,0.73,0.38,Medio,48.0,0,0.491
Retail Worker,128203,12,Master's,0.29,0.82,0.7,Medium,0.73,0.71,0.65,0.88,0.9,0.56,0.68,0.01,0.85,0.82,Alto,70.0,0,0.679
HR Specialist,96416,18,High School,0.54,1.41,0.37,Medium,0.35,0.33,0.36,0.04,0.28,0.29,0.87,0.35,0.45,0.38,Medio,37.0,0,0.37
Doctor,59825,21,High School,0.99,1.33,0.19,Low,0.48,0.65,0.33,0.05,0.4,0.98,0.18,0.53,0.01,0.12,Bajo,19.0,0,0.373
Financial Analyst,42795,8,High School,0.3,1.41,0.46,Medium,0.21,0.55,0.79,0.02,0.51,0.77,0.1,0.9,0.26,0.17,Medio,46.0,0,0.428
UX Researcher,127391,14,Bachelor's,0.18,1.18,0.5,Medium,0.11,0.91,0.67,0.55,0.37,0.13,0.71,0.81,0.13,0.49,Medio,50.0,0,0.488
Lawyer,87635,16,Bachelor's,0.35,1.29,0.34,Medium,0.21,0.0,0.37,0.29,0.87,0.75,0.08,0.74,0.68,0.28,Medio,34.0,0,0.427
Graphic Designer,111115,14,Bachelor's,0.12,0.75,0.63,Medium,0.47,0.92,0.79,0.29,0.85,0.12,0.04,0.61,0.34,0.33,Medio,63.0,0,0.476
AI Engineer,87392,26,Master's,0.85,0.82,0.13,Low,0.53,0.65,0.2,0.91,0.65,0.63,0.9,0.91,0.14,0.15,Bajo,13.0,0,0.567
Security Guard,100143,0,Bachelor's,0.96,1.17,0.8,High,0.68,0.23,1.0,0.43,0.93,0.43,0.93,0.34,0.76,0.95,Alto,80.0,1,0.668
Customer Support,94863,8,High School,0.68,0.6,0.82,High,0.89,0.24,0.79,0.68,0.22,0.28,0.43,0.13,0.91,0.74,Alto,82.0,1,0.531
HR Specialist,48819,4,High School,0.3,1.19,0.47,Medium,0.23,0.43,0.87,0.07,0.37,0.96,0.01,0.89,0.37,0.19,Medio,47.0,0,0.439
Software Engineer,142255,29,Master's,0.07,0.67,0.31,Medium,0.34,0.04,0.69,0.82,0.89,0.55,0.95,0.01,0.13,0.29,Bajo,31.0,0,0.471
AI Engineer,128664,25,High School,0.89,1.12,0.15,Low,0.67,0.18,0.46,0.51,0.1,0.03,0.75,0.53,0.33,0.44,Bajo,15.0,0,0.4
AI Engineer,33347,17,Bachelor's,0.38,0.6,0.17,Low,0.65,0.01,0.33,0.39,0.46,0.3,0.67,0.94,0.91,0.66,Bajo,17.0,0,0.532
UX Researcher,105618,1,Master's,0.83,1.34,0.63,Medium,0.16,0.03,0.98,0.96,0.56,0.99,0.77,0.52,0.39,0.59,Medio,63.0,0,0.595
Software Engineer,135309,5,PhD,0.99,0.99,0.63,Medium,0.81,0.07,0.09,0.66,0.26,0.66,0.14,0.4,0.1,0.28,Medio,63.0,0,0.347
Nurse,78276,19,Bachelor's,0.97,0.9,0.28,Low,0.97,0.91,0.45,0.78,0.15,0.09,0.88,0.03,0.97,0.67,Bajo,28.0,0,0.59
Customer Support,145269,27,PhD,0.14,1.22,0.84,High,0.71,0.42,0.07,0.31,0.32,0.01,0.01,0.33,0.73,0.62,Alto,84.0,1,0.353
Customer Support,47060,16,Bachelor's,0.6,1.15,0.83,High,0.52,0.37,0.12,0.39,0.35,0.59,0.86,0.38,0.71,0.81,Alto,83.0,1,0.51
Customer Support,118307,25,Bachelor's,0.9,0.57,0.93,High,0.16,0.34,0.61,0.91,0.26,0.76,0.71,0.16,0.48,0.48,Alto,93.0,1,0.487
Retail Worker,98140,5,Master's,0.78,1.43,0.88,High,0.97,0.05,0.04,0.89,0.9,0.11,0.36,0.84,0.13,0.27,Alto,88.0,1,0.456
Retail Worker,145092,25,Master's,0.98,1.3,0.89,High,0.34,0.66,0.11,0.99,0.48,0.64,0.88,0.0,0.98,0.36,Alto,89.0,1,0.544
Customer Support,122965,9,Master's,0.15,1.36,0.92,High,0.02,0.06,0.92,0.12,0.62,0.62,0.87,0.57,0.43,0.97,Alto,92.0,1,0.52
Retail Worker,138204,22,Bachelor's,0.26,0.58,0.94,High,0.71,0.01,0.7,0.4,0.97,0.28,0.71,0.63,0.01,0.89,Alto,94.0,1,0.531
Graphic Designer,138500,15,Bachelor's,0.66,1.28,0.55,Medium,0.1,0.98,0.24,0.63,0.8,0.94,0.6,0.26,0.84,0.16,Medio,55.0,0,0.555
Truck Driver,49728,6,Bachelor's,0.91,1.08,0.72,High,0.58,0.15,0.03,0.12,0.78,0.76,0.6,0.21,0.74,0.41,Alto,72.0,1,0.438
Lawyer,79108,13,High School,0.42,1.08,0.33,Medium,0.14,0.66,0.52,0.16,0.54,0.91,0.02,0.64,0.07,0.01,Bajo,33.0,0,0.367
Marketing Manager,114724,20,High School,0.42,1.3,0.41,Medium,0.63,0.41,0.23,0.51,0.8,0.83,0.85,0.34,0.79,0.21,Medio,41.0,0,0.56
Marketing Manager,123566,10,High School,0.95,0.51,0.48,Medium,0.65,0.7,0.18,0.97,0.62,0.16,0.02,0.78,0.08,0.14,Medio,48.0,0,0.43
Truck Driver,33984,0,Bachelor's,0.6,1.19,0.8,High,0.77,0.97,0.27,0.7,0.93,0.69,0.68,0.22,0.54,0.56,Alto,80.0,1,0.633
Chef,140839,16,High School,1.0,0.53,0.33,Medium,0.08,0.74,0.14,0.62,0.32,0.46,0.22,0.87,0.59,0.94,Bajo,33.0,0,0.498
Marketing Manager,78481,1,High School,0.12,0.67,0.7,Medium,0.73,0.05,0.7,0.41,0.31,0.15,0.84,0.06,0.29,0.31,Alto,70.0,0,0.385
Financial Analyst,101343,10,Bachelor's,0.51,0.51,0.42,Medium,0.93,0.31,0.36,0.47,0.56,0.81,0.19,0.87,0.76,0.72,Medio,42.0,0,0.598
Research Scientist,84034,26,Master's,0.02,1.09,0.27,Low,0.58,0.21,0.09,0.7,0.72,0.17,0.03,0.41,0.58,0.71,Bajo,27.0,0,0.42
Mechanic,66419,17,Master's,0.35,0.87,0.38,Medium,0.96,0.46,0.57,0.45,0.25,0.81,0.03,0.69,0.59,0.14,Medio,38.0,0,0.495
Graphic Designer,79357,4,High School,0.66,0.81,0.41,Medium,0.06,0.77,0.88,0.82,0.47,0.53,0.24,0.17,0.82,0.8,Medio,41.0,0,0.556
Nurse,99064,7,Bachelor's,0.46,1.36,0.28,Low,0.33,0.22,0.46,0.18,0.88,0.34,0.58,0.59,0.51,0.16,Bajo,28.0,0,0.425
HR Specialist,44280,2,Bachelor's,0.17,1.25,0.62,Medium,0.15,0.93,0.49,0.63,0.64,0.5,0.14,0.75,0.58,0.12,Medio,62.0,0,0.493
Construction Worker,49691,26,Master's,0.7,1.05,0.72,High,0.35,0.05,0.48,0.91,0.0,0.27,0.8,0.01,0.01,0.61,Alto,72.0,1,0.349
Data Scientist,95234,4,Bachelor's,0.78,1.28,0.44,Medium,0.88,0.01,0.31,0.34,0.17,0.34,0.59,0.52,0.32,0.75,Medio,44.0,0,0.423
Graphic Designer,63783,2,High School,0.41,1.0,0.63,Medium,0.82,0.8,0.1,0.8,0.12,0.12,0.95,0.82,0.55,0.87,Medio,63.0,0,0.595
HR Specialist,95609,26,High School,0.61,1.11,0.6,Medium,0.23,0.17,0.76,0.34,0.14,0.31,0.36,0.97,0.7,0.53,Medio,60.0,0,0.451
Marketing Manager,34590,20,PhD,0.9,1.01,0.66,Medium,0.4,0.23,0.23,0.66,0.5,0.66,0.69,0.02,0.05,0.53,Medio,66.0,0,0.397
